UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD14,NEG_M14,RAPE14,FONDL14,INCES14,STATR14,ROBBE14,AGG_A14,BURGLA14,VEHIC14,ARSON14,MURD15,NEG_M15,RAPE15,FONDL15,INCES15,STATR15,ROBBE15,AGG_A15,BURGLA15,VEHIC15,ARSON15,MURD16,NEG_M16,RAPE16,FONDL16,INCES16,STATR16,ROBBE16,AGG_A16,BURGLA16,VEHIC16,ARSON16,FILTER14,FILTER15,FILTER16
100654001,Alabama A & M University,Main Campus,4900 MERIDIAN ST,NORMAL,AL,35762,1,"Public, 4-year or above",2413,3446,5859,0,0,0,2,0,0,5,2,6,2,2,0,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,1,1
100663001,University of Alabama at Birmingham,Main Campus,"ADMINISTRATION BLDG SUITE 1070, 701 20th Street So",BIRMINGHAM,AL,352940110,1,"Public, 4-year or above",7590,11945,19535,0,0,7,4,0,0,2,2,6,7,0,0,0,2,2,0,1,1,3,3,12,0,0,0,6,1,0,1,3,3,4,7,1,1,1,1
100663002,University of Alabama at Birmingham,Huntsville Regional Medical Campus,301 Governors Drive SW,Huntsville,AL,35801,1,"Public, 4-year or above",7590,11945,19535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100690001,Amridge University,Main Campus,1200 TAYLOR RD,MONTGOMERY,AL,361173553,2,"Private nonprofit, 4-year or above",233,364,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100706001,University of Alabama in Huntsville,Main Campus,301 SPARKMAN DR,HUNTSVILLE,AL,35899,1,"Public, 4-year or above",4833,3635,8468,0,0,0,2,0,0,0,1,30,0,0,0,0,2,3,0,0,2,1,22,0,0,0,0,1,2,0,0,0,0,16,1,0,1,1,1
100724001,Alabama State University,Main Campus,915 SOUTH JACKSON ST,MONTGOMERY,AL,361040271,1,"Public, 4-year or above",1952,3366,5318,0,0,2,0,0,0,5,7,68,0,0,0,0,0,0,0,0,2,1,16,0,0,0,0,0,0,0,0,3,3,12,0,0,1,1,1
100751001,The University of Alabama,Main Campus,1110 Jackson Ave,TUSCALOOSA,AL,354870180,1,"Public, 4-year or above",16589,21074,37663,0,0,14,3,0,0,4,5,41,5,1,0,0,21,5,0,0,9,5,24,2,1,0,0,21,4,0,0,1,11,34,2,2,1,1,1
100751002,The University of Alabama,University of Alabama Gadsden Center,P.O. Box 1280,Gadsden,AL,359021280,1,"Public, 4-year or above",16589,21074,37663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100760001,Central Alabama Community College,Alexander City Campus,1675 Cherokee Rd,Alexander City,AL,35010,4,"Public, 2-year",769,1000,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100760002,Central Alabama Community College,Childersburg Campus,34091 Highway 280,Childersburg,AL,35044,4,"Public, 2-year",769,1000,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100760003,Central Alabama Community College,Talladega Campus,1009 South Street East,Talladega,AL,35160,4,"Public, 2-year",769,1000,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100812001,Athens State University,Athens State University Main Campus,300 N BEATY ST,ATHENS,AL,35611,1,"Public, 4-year or above",1056,2007,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100830001,Auburn University at Montgomery,Auburn University Montgomery,7400 EAST DRIVE,MONTGOMERY,AL,361173596,1,"Public, 4-year or above",1711,3167,4878,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,4,2,0,0,1,1,1
100858001,Auburn University,Auburn University,23 Samford Hall,Auburn,AL,36849,1,"Public, 4-year or above",14309,13981,28290,0,0,2,3,0,0,1,4,21,8,0,0,0,8,0,0,0,2,18,35,9,0,0,0,11,3,0,0,3,18,18,9,1,1,1,1
100858002,Auburn University,Joseph S Bruno Auburn Abroad Italy,Via del Parco 149,Ariccia,,00040,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858003,Auburn University,Solon Dixon Forestry Education Center,12130 Dixon Center Road,Andalusia,AL,36420,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858004,Auburn University,Rural Studio,8448  AL Hwy 61,Newbern,AL,36765,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858005,Auburn University,Harris Early Learning Center,1413 7th Avenue North,Birmingham,AL,35203,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858006,Auburn University,Auburn University Regional Airport,2150 Mike Hubbard Blvd,Auburn,AL,36830,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858007,Auburn University,E W Shell Fisheries Center North,2101 North College Street,Auburn,AL,36830,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858008,Auburn University,Poultry and Animal Nutrition Center,1088 Auburn Lakes Road,Auburn,AL,36830,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858009,Auburn University,National Center of Asphalt Technology,277 Technology Parkway,Auburn,AL,36830,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858010,Auburn University,Harrison School of Pharmacy-Mobile,"650 Clinic Drive, Room 2100",Mobile,AL,36688,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858011,Auburn University,Harrison School of Pharmacy- Montgomery,101 South Union Street,Montgomery,AL,36104,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100858012,Auburn University,The Center for Architecture and Urban Studies,221 20th Street North,Birmingham,AL,35203,1,"Public, 4-year or above",14309,13981,28290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100937001,Birmingham Southern College,Birmingham-Southern College,900 Arkadelphia Road,Birmingham,AL,35254,2,"Private nonprofit, 4-year or above",635,658,1293,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1
101028001,Chattahoochee Valley Community College,Main Campus,2602 COLLEGE DR,PHENIX CITY,AL,36869,4,"Public, 2-year",604,924,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101073001,Concordia College Alabama,Main Campus,1712 Broad Street,SELMA,AL,36701,2,"Private nonprofit, 4-year or above",174,166,340,0,0,0,0,0,0,1,0,26,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,1
101116001,South University-Montgomery,South University - Montgomery,5355 Vaughn Road,MONTGOMERY,AL,361161120,3,"Private for-profit, 4-year or above",129,388,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101143001,Enterprise State Community College,Main Campus,600 PLAZA DR,ENTERPRISE,AL,363301300,4,"Public, 2-year",911,844,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101143002,Enterprise State Community College,Alabama Aviation Center - Ozark,3405 Highway 231 South,Ozark,AL,36360,4,"Public, 2-year",911,844,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101143003,Enterprise State Community College,Alabama Aviation Center - Mobile,1975 Avenue C,Mobile,AL,366151403,4,"Public, 2-year",911,844,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101161001,James H Faulkner State Community College,Main Campus - Bay Minette,1900 US HWY 31 South,Bay Minette,AL,365072698,4,"Public, 2-year",1806,2975,4781,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
101189001,Faulkner University,Main Campus,5345 ATLANTA HWY,MONTGOMERY,AL,361093378,2,"Private nonprofit, 4-year or above",1331,1988,3319,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101189002,Faulkner University,FAULKNER UNIVERSITY-BIRMINGHAM,2200 RIVERCHASE CENTER,BIRMINGHAM,AL,352444506,2,"Private nonprofit, 4-year or above",1331,1988,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101189003,Faulkner University,FAULKNER UNIVERSITY-HUNTSVILLE,420 WYNN DR,HUNTSVILLE,AL,358051963,2,"Private nonprofit, 4-year or above",1331,1988,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101189004,Faulkner University,FAULKNER UNIVERSITY-MOBILE,3943 Airport Boulevard,MOBILE,AL,366084112,2,"Private nonprofit, 4-year or above",1331,1988,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101240001,Gadsden State Community College,Gadsden State Community College,PO Box 227,GADSDEN,AL,359020227,4,"Public, 2-year",2083,3026,5109,0,0,0,0,0,0,0,2,23,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1
101277001,New Beginning College of Cosmetology,Main Campus,421 Martling Rd,Albertville,AL,35951,9,"Private for-profit, less-than 2-year",2,80,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101286001,George C Wallace State Community College-Dothan,Wallace Campus,1141 Wallace Drive,DOTHAN,AL,363039234,4,"Public, 2-year",1548,2995,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101286004,George C Wallace State Community College-Dothan,Sparks Campus,3235 South Eufaula Ave.,Eufaula,AL,36027,4,"Public, 2-year",1548,2995,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101295001,George C Wallace State Community College-Hanceville,Main Campus,801 MAIN ST NW,HANCEVILLE,AL,350772000,4,"Public, 2-year",2079,3366,5445,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101301001,George C Wallace State Community College-Selma,Main Campus,3000 EARL GOODWIN PARKWAY,SELMA,AL,367032808,4,"Public, 2-year",576,1042,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101365001,Herzing University-Birmingham,Main Campus,280 WEST VALLEY AVENUE,BIRMINGHAM,AL,35209,3,"Private for-profit, 4-year or above",171,328,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101435001,Huntingdon College,Main Campus,1500 East Fairview Avenue,Montgomery,AL,361062148,2,"Private nonprofit, 4-year or above",587,561,1148,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,19,1,0,1,1,1
101453001,Heritage Christian University,Main Campus,"3625 HELTON DR, PO Box HCU",FLORENCE,AL,35630,2,"Private nonprofit, 4-year or above",78,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101462001,J F Drake State Community and Technical College,Main Campus,3421 MERIDIAN ST N,HUNTSVILLE,AL,358111544,4,"Public, 2-year",388,441,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101471001,J F Ingram State Technical College,J.F. Ingram State Technical College,5375 Ingram Rd,Deatsville,AL,36022,4,"Public, 2-year",333,113,446,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1
101480001,Jacksonville State University,Main Campus,700 Pelham Road North,Jacksonville,AL,36265,1,"Public, 4-year or above",3601,4913,8514,0,0,0,2,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,14,1,0,1,1,1
101499001,Jefferson Davis Community College,Brewton Campus,220 ALCO DR,BREWTON,AL,36426,4,"Public, 2-year",444,556,1000,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101499002,Jefferson Davis Community College,Atmore Campus,6574 Highway 21,Atmore,AL,36502,4,"Public, 2-year",444,556,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101505001,Jefferson State Community College,Jefferson,2601 CARSON RD,BIRMINGHAM,AL,352153098,4,"Public, 2-year",3473,5465,8938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
101514001,John C Calhoun State Community College,Main Campus,HWY 31 N,DECATUR,AL,356092216,4,"Public, 2-year",4620,5280,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101514002,John C Calhoun State Community College,Calhoun Community College Huntsville,102B Wynn Drive,Huntsville,AL,35805,4,"Public, 2-year",4620,5280,9900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101514004,John C Calhoun State Community College,Alabama Center for the Arts,133 2nd Avenue NE,Decatur,AL,35601,4,"Public, 2-year",4620,5280,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101541001,Judson College,Main Campus,302 BIBB ST,MARION,AL,36756,2,"Private nonprofit, 4-year or above",6,321,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101569001,Lawson State Community College-Birmingham Campus,Lawson State Community College,3060 WILSON RD SW,BIRMINGHAM,AL,352211717,4,"Public, 2-year",1342,1786,3128,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
101569002,Lawson State Community College-Birmingham Campus,Bessemer Campus,1100 9th Ave SW,Bessemer,AL,35022,4,"Public, 2-year",1342,1786,3128,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101587001,University of West Alabama,University of West Alabama,STATION 1,LIVINGSTON,AL,35470,1,"Public, 4-year or above",1270,2716,3986,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
101602001,Lurleen B Wallace Community College,Main Campus,1000 Dannelly Blvd.,ANDALUSIA,AL,364201418,4,"Public, 2-year",741,1001,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101602002,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-MacArthur Cam,1708 N. Main Street,Opp,AL,36467,4,"Public, 2-year",741,1001,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101602003,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-Greenville Ca,750 Greenville Bypass,Greenville,AL,36037,4,"Public, 2-year",741,1001,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101648001,Marion Military Institute,Main Campus,1101 Washington St.,Marion,AL,36756,4,"Public, 2-year",333,92,425,0,0,1,1,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,0,1,1,1
101675001,Miles College,Miles College,5500 Myron Massey Blvd,Fairfield,AL,35064,2,"Private nonprofit, 4-year or above",916,904,1820,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,9,5,0,1,0,0,0,1,0,0,5,6,2,0,0,1,1,1
101693001,University of Mobile,University of Mobile,5735 College Parkway,MOBILE,AL,366132842,2,"Private nonprofit, 4-year or above",526,954,1480,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101709001,University of Montevallo,University of Montevallo,STATION 6001,MONTEVALLO,AL,35115,1,"Public, 4-year or above",870,1928,2798,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1
101736001,Northwest-Shoals Community College,Shoals Campus,800 GEORGE WALLACE BLVD,MUSCLE SHOALS,AL,35661,4,"Public, 2-year",1600,2152,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101736002,Northwest-Shoals Community College,Phil Campbell Campus,2080 College Road,Phil Campbell,AL,35581,4,"Public, 2-year",1600,2152,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101879001,University of North Alabama,Main Campus,1 Harrison Plaza- UNA Box 5067,FLORENCE,AL,356320001,1,"Public, 4-year or above",2961,4372,7333,0,0,0,0,0,0,1,1,10,0,0,0,0,1,0,0,0,1,2,5,2,0,0,0,2,1,0,0,1,1,5,0,0,1,1,1
101879002,University of North Alabama,East Campus,1640 tune av.,florence,AL,35630,1,"Public, 4-year or above",2961,4372,7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101897001,Northeast Alabama Community College,Northeast Alabama Community College,P.O. Box 159  / 138 Alabama Hwy 35,Rainsville,AL,35986,4,"Public, 2-year",1014,1599,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101912001,Oakwood University,Oakwood University,7000 ADVENTIST BLVD NW,HUNTSVILLE,AL,358960003,2,"Private nonprofit, 4-year or above",744,1050,1794,0,0,0,0,0,0,1,2,14,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,50,2,0,1,1,1
101949001,Alabama Southern Community College,Main Campus,P.O. Box 2000,MONROEVILLE,AL,364612000,4,"Public, 2-year",623,739,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101949002,Alabama Southern Community College,THOMASVILLE CAMPUS,30755 Hwy 43 South,Thomasville,AL,367842000,4,"Public, 2-year",623,739,1362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101949003,Alabama Southern Community College,GILBERTOWN CAMPUS,251 College Street,Gilbertown,AL,36908,4,"Public, 2-year",623,739,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101949004,Alabama Southern Community College,JACKSON CAMPUS,235 College Avenue,Jackson,AL,36545,4,"Public, 2-year",623,739,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101994001,Reid State Technical College,Main Campus,I65 AND HWY 83,EVERGREEN,AL,36401,4,"Public, 2-year",189,300,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102030001,Bishop State Community College,Main Campus,351 NORTH BROAD STREET,MOBILE,AL,366035898,4,"Public, 2-year",1224,1804,3028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102030002,Bishop State Community College,Central Campus,1365 Dr. Martin Luther King Blvd.,Mobile,AL,36603,4,"Public, 2-year",1224,1804,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102030003,Bishop State Community College,Carvar Campus,414 Stanton Rd.,Mobile,AL,36617,4,"Public, 2-year",1224,1804,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102030004,Bishop State Community College,SouthWest Campus,925 Dauphin Island Parkway,Mobile,AL,36605,4,"Public, 2-year",1224,1804,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102049001,Samford University,Main Campus,800 Lakeshore Drive,Birmingham,AL,352292240,2,"Private nonprofit, 4-year or above",1980,3491,5471,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,2,9,4,0,0,0,0,0,0,1,0,0,4,1,0,1,1,1
102058001,Selma University,Selma University,"1501 Lapsley St, Dinkins Hall",Selma,AL,36701,2,"Private nonprofit, 4-year or above",48,124,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102067001,Shelton State Community College,Martin Campus,9500 OLD GREENSBORO RD,TUSCALOOSA,AL,35405,4,"Public, 2-year",2111,2699,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102067002,Shelton State Community College,"Shelton State Community College, C. A. Fredd Campus",3401 MARTIN LUTHER KING BLVD,TUSCALOOSA,AL,354013541,4,"Public, 2-year",2111,2699,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
102067003,Shelton State Community College,Demopolis Center,186 Field Of Dreams Drive,Gallion,AL,36742,4,"Public, 2-year",2111,2699,4810,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102067004,Shelton State Community College,New Era Building,918 S. Cedar Ave,Demopolis,AL,36732,4,"Public, 2-year",2111,2699,4810,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102076001,Snead State Community College,Main Campus,P.O. Box 734,BOAZ,AL,359570734,4,"Public, 2-year",861,1460,2321,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102076002,Snead State Community College,Arab Instructional Site,261 South Main Street,Arab,AL,35016,4,"Public, 2-year",861,1460,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102094001,University of South Alabama,Main Campus,307 N UNIVERSITY BLVD,MOBILE,AL,366880002,1,"Public, 4-year or above",6516,9927,16443,0,0,3,1,0,0,0,0,19,2,1,0,0,1,1,0,0,2,1,27,2,1,0,0,8,2,0,0,1,0,11,3,2,1,1,1
102094011,University of South Alabama,USA Fairhope,10 N. Summit St.,Fairhope,AL,36532,1,"Public, 4-year or above",6516,9927,16443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102234001,Spring Hill College,Spring Hill College,4000 DAUPHIN ST,MOBILE,AL,366081791,2,"Private nonprofit, 4-year or above",556,920,1476,0,0,9,0,0,0,0,0,8,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,3,2,0,1,1,1
102270001,Stillman College,Main Campus,3601 Stillman Boulevard,TUSCALOOSA,AL,35401,2,"Private nonprofit, 4-year or above",272,356,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
102298001,Talladega College,Talladega College Main Campus,627 W BATTLE ST,TALLADEGA,AL,35160,2,"Private nonprofit, 4-year or above",352,323,675,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,1,19,0,1,1,1,1
102313001,H Councill Trenholm State Community College,Main Campus - Trenholm Campus,P.O. Box 10048,MONTGOMERY,AL,361083199,4,"Public, 2-year",811,850,1661,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,1,1,1,1
102368001,Troy University,Troy Campus,University Avenue,TROY,AL,360820001,1,"Public, 4-year or above",6871,10984,17855,0,0,0,0,0,0,0,0,19,2,0,0,0,2,2,0,0,1,8,16,0,0,0,0,2,1,0,0,1,0,10,3,0,1,1,1
102368002,Troy University,Phenix City Campus,1 University Place,Phenix City,AL,36869,1,"Public, 4-year or above",6871,10984,17855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
